h,w,r,g,b
34,72,200,157,125
34,73,203,159,130
34,74,212,165,139
34,75,227,176,155
34,76,167,110,93
34,77,147,88,74
34,78,227,163,153
34,79,195,128,120
35,0,228,185,142
35,1,228,185,142
35,2,228,185,142
35,3,228,185,143
35,4,227,185,143
35,5,227,185,143
35,6,227,185,143
35,7,227,185,143
35,8,232,190,148
35,9,233,191,149
35,10,234,191,149
35,11,231,188,145
35,12,227,184,141
35,13,227,184,141
35,14,232,188,143
35,15,238,194,149
35,16,233,183,146
35,17,238,190,152
35,18,240,195,156
35,19,236,192,155
35,20,226,186,150
35,21,224,188,154
35,22,231,198,167
35,23,236,209,182
35,24,235,213,192
35,25,95,76,62
35,26,68,53,46
35,27,41,31,30
35,28,91,85,89
35,29,128,125,134
35,30,137,135,149
35,31,130,129,145
35,32,90,88,102
35,33,76,74,88
35,34,86,84,98
35,35,107,103,117
35,36,106,103,114
35,37,98,92,102
35,38,98,91,99
35,39,97,90,97
35,40,68,59,64
35,41,55,44,48
35,42,49,37,39
35,43,55,43,45
35,44,64,50,50
35,45,62,48,47
35,46,59,43,43
35,47,57,41,41
35,48,68,53,48
35,49,79,64,59
35,50,84,71,63
35,51,79,69,59
35,52,79,69,59
35,53,86,76,64
35,54,92,80,66
35,55,92,79,62
35,56,105,86,69
35,57,120,94,77
35,58,144,111,94
35,59,140,98,82
35,60,141,92,77
35,61,110,54,41
35,62,107,48,34
35,63,113,49,37
35,64,141,70,50
35,65,236,168,145
35,66,236,172,147
35,67,223,163,137
35,68,206,151,121
35,69,236,187,155
35,70,216,171,138
35,71,195,152,118
35,72,193,152,120
35,73,243,199,170
35,74,208,162,136
35,75,187,139,117
35,76,146,93,75
35,77,190,132,118
35,78,224,164,153
35,79,180,117,108
36,0,227,185,143
36,1,227,185,143
36,2,227,185,143
36,3,227,185,143
36,4,227,185,143
36,5,228,185,143
36,6,228,185,143
36,7,228,185,142
36,8,231,188,145
36,9,233,190,147
36,10,234,189,147
36,11,231,187,142
36,12,228,184,139
36,13,229,185,140
36,14,234,190,145
36,15,239,195,150
36,16,227,188,155
36,17,227,188,155
36,18,229,193,159
36,19,235,200,168
36,20,234,203,174
36,21,218,188,160
36,22,187,163,139
36,23,161,140,119
36,24,54,36,22
36,25,62,48,39
36,26,62,52,50
36,27,31,25,27
36,28,49,43,53
36,29,68,66,79
36,30,104,103,119
36,31,88,87,105
36,32,97,94,111
36,33,102,99,116
36,34,104,101,118
36,35,115,111,126
36,36,124,120,134
36,37,113,107,121
36,38,93,85,98
36,39,90,82,93
36,40,85,75,84
36,41,78,67,75
36,42,62,51,57
36,43,54,42,46
36,44,59,47,49
36,45,73,59,59
36,46,74,60,60
36,47,67,53,53
36,48,64,51,45
36,49,75,62,56
36,50,81,68,62
36,51,77,67,58
36,52,79,69,59
36,53,89,79,67
36,54,99,87,73
36,55,103,87,71
36,56,111,92,75
36,57,133,106,89
36,58,140,107,88
36,59,138,97,79
36,60,193,144,127
36,61,217,161,146
36,62,218,159,143
36,63,201,139,124
36,64,155,83,61
36,65,158,87,65
36,66,185,119,95
36,67,223,162,134
36,68,146,91,61
36,69,158,107,76
36,70,191,145,112
36,71,182,139,105
36,72,213,172,140
36,73,184,143,113
36,74,206,162,135
36,75,202,156,132
36,76,179,131,111
36,77,112,61,44
36,78,201,148,134
36,79,208,152,139
37,0,227,185,145
37,1,227,185,145
37,2,227,185,143
37,3,227,185,143
37,4,228,185,143
37,5,228,185,142
37,6,228,185,142
37,7,229,184,142
37,8,230,186,141
37,9,233,189,144
37,10,233,189,144
37,11,231,187,142
37,12,230,183,139
37,13,231,184,140
37,14,237,190,146
37,15,243,196,152
37,16,227,197,169
37,17,229,199,171
37,18,230,203,176
37,19,224,198,173
37,20,199,177,153
37,21,154,133,112
37,22,100,83,65
37,23,61,47,34
37,24,91,81,71
37,25,96,88,85
37,26,40,34,36
37,27,69,66,73
37,28,107,105,118
37,29,144,143,159
37,30,79,77,98
37,31,81,82,102
37,32,127,124,143
37,33,142,139,158
37,34,131,126,146
37,35,117,113,130
37,36,130,126,143
37,37,136,129,145
37,38,118,112,126
37,39,106,98,111
37,40,94,84,95
37,41,94,84,93
37,42,82,71,79
37,43,61,50,56
37,44,59,47,51
37,45,73,61,65
37,46,82,70,72
37,47,80,68,70
37,48,65,51,48
37,49,76,62,59
37,50,79,68,62
37,51,77,67,58
37,52,81,71,61
37,53,95,83,71
37,54,105,91,78
37,55,110,93,77
37,56,102,81,64
37,57,135,108,89
37,58,141,106,87
37,59,130,89,69
37,60,197,150,130
37,61,239,187,166
37,62,249,192,173
37,63,236,177,159
37,64,207,135,113
37,65,235,164,142
37,66,212,146,120
37,67,190,129,101
37,68,168,111,82
37,69,172,122,89
37,70,164,118,84
37,71,143,100,66
37,72,175,135,100
37,73,148,107,75
37,74,161,120,92
37,75,218,176,151
37,76,136,91,70
37,77,127,80,62
37,78,212,163,148
37,79,180,131,116
38,0,225,186,145
38,1,225,186,145
38,2,225,186,145
38,3,227,185,143
38,4,228,185,143
38,5,228,185,142
38,6,229,185,140
38,7,229,185,140
38,8,231,184,140
38,9,234,187,141
38,10,235,188,142
38,11,233,186,142
38,12,229,185,140
38,13,230,186,141
38,14,236,192,147
38,15,242,198,153
38,16,228,206,183
38,17,225,205,181
38,18,201,183,161
38,19,148,131,111
38,20,87,72,53
38,21,49,37,21
38,22,47,39,26
38,23,61,54,46
38,24,87,84,79
38,25,94,92,93
38,26,18,17,23
38,27,38,38,48
38,28,83,82,96
38,29,156,157,175
38,30,92,93,114
38,31,67,68,89
38,32,176,173,194
38,33,157,154,175
38,34,140,135,157
38,35,128,123,143
38,36,123,118,138
38,37,128,121,139
38,38,125,118,134
38,39,114,106,121
38,40,100,92,105
38,41,96,86,97
38,42,85,75,84
38,43,74,63,71
38,44,69,58,64
38,45,73,62,66
38,46,80,68,72
38,47,83,71,75
38,48,72,61,59
38,49,81,70,68
38,50,84,73,69
38,51,80,69,63
38,52,82,72,63
38,53,95,83,71
38,54,107,91,78
38,55,110,93,77
38,56,113,90,72
38,57,145,117,96
38,58,153,118,98
38,59,146,105,83
38,60,200,154,131
38,61,216,164,142
38,62,227,170,150
38,63,242,184,162
38,64,239,167,145
38,65,225,154,132
38,66,200,134,108
38,67,196,135,107
38,68,239,182,152
38,69,255,206,174
38,70,246,200,166
38,71,185,141,106
38,72,220,180,145
38,73,194,155,122
38,74,228,189,158
38,75,211,171,145
38,76,145,103,79
38,77,117,75,53
38,78,181,136,117
38,79,210,164,148
39,0,224,186,147
39,1,225,186,147
39,2,225,186,145
39,3,227,185,143
39,4,228,185,142
39,5,229,184,142
39,6,229,185,140
39,7,231,184,138
39,8,231,184,138
39,9,233,186,140
39,10,234,187,143
39,11,231,187,142
39,12,228,185,142
39,13,229,186,143
39,14,235,193,151
39,15,240,198,156
39,16,234,218,202
39,17,179,166,149
39,18,106,94,78
39,19,53,44,29
39,20,37,29,16
39,21,43,39,28
39,22,55,52,45
39,23,58,59,54
39,24,90,92,91
39,25,88,91,96
39,26,45,48,57
39,27,173,175,188
39,28,160,161,179
39,29,40,41,61
39,30,107,108,129
39,31,117,117,141
39,32,154,149,172
39,33,102,97,120
39,34,106,101,124
39,35,138,133,155
39,36,128,123,143
39,37,121,114,132
39,38,131,124,140
39,39,130,124,138
39,40,108,100,113
39,41,88,80,91
39,42,77,67,76
39,43,80,70,78
39,44,83,73,81
39,45,77,68,73
39,46,74,63,69
39,47,76,65,71
39,48,80,70,69
39,49,87,77,75
39,50,89,78,74
39,51,83,72,66
39,52,84,71,63
39,53,94,80,69
39,54,104,88,75
39,55,108,89,74
39,56,129,103,86
39,57,134,106,85
39,58,136,101,79
39,59,156,116,91
39,60,226,180,156
39,61,225,175,150
39,62,224,170,144
39,63,246,190,165
39,64,255,197,172
39,65,255,188,162
39,66,216,150,124
39,67,180,119,90
39,68,222,165,135
39,69,205,152,120
39,70,213,164,131
39,71,207,163,128
39,72,231,191,156
39,73,196,157,124
39,74,202,163,132
39,75,181,144,115
39,76,202,165,139
39,77,218,177,155
39,78,135,94,74
39,79,238,197,177
40,0,228,190,151
40,1,227,189,150
40,2,228,189,148
40,3,230,188,146
40,4,230,187,144
40,5,231,187,142
40,6,232,185,141
40,7,232,185,139
40,8,237,190,144
40,9,227,180,136
40,10,238,194,149
40,11,243,200,157
40,12,235,193,153
40,13,221,182,143
40,14,216,178,139
40,15,235,197,160
40,16,156,146,134
40,17,63,53,41
40,18,51,43,32
40,19,74,70,59
40,20,20,17,10
40,21,47,48,42
40,22,53,58,54
40,23,65,71,71
40,24,114,122,125
40,25,101,108,116
40,26,34,40,52
40,27,82,88,102
40,28,175,178,195
40,29,160,163,182
40,30,116,117,138
40,31,129,130,151
40,32,134,129,152
40,33,127,122,145
40,34,124,119,142
40,35,120,115,137
40,36,142,137,159
40,37,155,147,168
40,38,124,117,135
40,39,110,103,119
40,40,118,112,126
40,41,113,105,118
40,42,94,86,97
40,43,81,74,82
40,44,81,74,81
40,45,81,72,77
40,46,87,78,83
40,47,104,95,100
40,48,85,75,74
40,49,106,96,95
40,50,99,89,87
40,51,85,74,70
40,52,95,82,74
40,53,100,86,77
40,54,104,86,74
40,55,119,98,81
40,56,106,81,61
40,57,137,106,85
40,58,147,111,87
40,59,233,193,167
40,60,238,192,166
40,61,245,196,166
40,62,251,200,171
40,63,231,178,147
40,64,228,162,136
40,65,208,142,116
40,66,224,160,132
40,67,240,181,151
40,68,170,115,84
40,69,153,103,68
40,70,211,165,129
40,71,238,194,159
40,72,223,183,147
40,73,189,151,115
40,74,222,186,154
40,75,209,172,143
40,76,129,92,66
40,77,171,135,111
40,78,163,127,105
40,79,165,129,107
41,0,227,189,150
41,1,227,189,150
41,2,228,189,148
41,3,230,188,146
41,4,230,187,144
41,5,231,187,142
41,6,232,185,139
41,7,232,185,139
41,8,239,192,148
41,9,239,194,152
41,10,233,191,149
41,11,220,181,140
41,12,225,190,152
41,13,230,196,161
41,14,202,169,136
41,15,177,147,113
41,16,75,66,57
41,17,72,63,56
41,18,71,67,58
41,19,68,65,60
41,20,29,30,25
41,21,45,49,48
41,22,50,58,60
41,23,103,112,117
41,24,82,93,99
41,25,100,110,119
41,26,76,86,98
41,27,56,64,77
41,28,140,146,162
41,29,82,85,104
41,30,49,52,71
41,31,135,136,156
41,32,99,94,117
41,33,66,61,84
41,34,114,109,132
41,35,132,127,149
41,36,101,96,118
41,37,133,125,146
41,38,151,144,162
41,39,108,101,117
41,40,141,135,149
41,41,131,125,137
41,42,106,100,110
41,43,92,85,93
41,44,95,88,95
41,45,90,84,88
41,46,85,79,83
41,47,91,85,89
41,48,110,101,102
41,49,96,87,88
41,50,93,83,82
41,51,99,88,86
41,52,99,86,80
41,53,98,81,73
41,54,104,86,74
41,55,114,91,75
41,56,109,82,63
41,57,136,104,81
41,58,181,145,119
41,59,219,178,150
41,60,227,182,151
41,61,247,198,166
41,62,234,184,151
41,63,233,183,150
41,64,222,161,133
41,65,219,158,130
41,66,228,169,139
41,67,184,127,97
41,68,212,159,125
41,69,117,67,32
41,70,189,143,107
41,71,193,149,112
41,72,224,184,148
41,73,194,156,120
41,74,186,150,116
41,75,212,175,146
41,76,193,158,130
41,77,208,172,146
41,78,196,160,136
41,79,215,179,157
42,0,227,189,150
42,1,228,189,150
42,2,228,189,148
42,3,229,187,145
42,4,231,186,144
42,5,230,186,141
42,6,232,185,139
42,7,232,185,141
42,8,224,180,135
42,9,239,197,155
42,10,234,196,157
42,11,225,191,154
42,12,234,204,170
42,13,217,190,160
42,14,157,131,104
42,15,103,79,51
42,16,50,41,36
42,17,81,72,67
42,18,75,70,66
42,19,55,54,52
42,20,45,47,46
42,21,60,65,68
42,22,46,55,60
42,23,77,88,94
42,24,65,78,86
42,25,106,119,128
42,26,69,81,93
42,27,96,106,118
42,28,112,120,133
42,29,136,142,156
42,30,132,135,150
42,31,173,175,190
42,32,132,127,150
42,33,105,100,123
42,34,114,109,132
42,35,111,106,128
42,36,105,100,120
42,37,133,129,146
42,38,143,136,152
42,39,126,120,134
42,40,148,142,154
42,41,139,133,143
42,42,116,111,118
42,43,106,101,107
42,44,116,111,117
42,45,115,110,114
42,46,103,98,102
42,47,100,95,99
42,48,128,122,124
42,49,99,90,93
42,50,96,87,88
42,51,105,94,92
42,52,96,83,77
42,53,99,82,74
42,54,109,89,78
42,55,103,80,64
42,56,116,88,67
42,57,154,122,99
42,58,206,169,142
42,59,208,167,137
42,60,225,180,147
42,61,228,182,148
42,62,228,180,144
42,63,229,179,142
42,64,195,138,108
42,65,206,151,120
42,66,187,132,101
42,67,174,121,87
42,68,244,194,159
42,69,172,124,88
42,70,220,174,138
42,71,200,156,119
42,72,230,187,152
42,73,208,168,133
42,74,229,190,157
42,75,204,168,136
42,76,198,163,135
42,77,249,213,187
42,78,204,170,145
42,79,211,177,152
43,0,227,189,150
43,1,228,189,148
43,2,229,187,145
43,3,230,187,144
43,4,230,186,141
43,5,230,186,141
43,6,232,185,141
43,7,229,185,140
43,8,221,178,135
43,9,233,194,153
43,10,231,197,160
43,11,243,212,181
43,12,235,209,182
43,13,172,152,127
43,14,104,88,65
43,15,69,54,33
43,16,66,55,53
43,17,66,56,54
43,18,63,55,53
43,19,51,47,48
43,20,42,43,45
43,21,59,64,68
43,22,45,54,61
43,23,20,33,41
43,24,86,100,109
43,25,156,170,179
43,26,39,51,63
43,27,90,100,110
43,28,72,80,91
43,29,99,105,117
43,30,115,119,130
43,31,117,119,131
43,32,87,79,103
43,33,103,95,118
43,34,98,93,115
43,35,84,79,99
43,36,107,102,122
43,37,118,114,131
43,38,104,100,115
43,39,123,119,133
43,40,139,136,147
43,41,140,137,146
43,42,126,123,130
43,43,118,116,121
43,44,129,127,130
43,45,131,129,132
43,46,120,118,119
43,47,116,114,115
43,48,124,119,123
43,49,115,109,111
43,50,109,100,101
43,51,98,88,87
43,52,91,77,74
43,53,106,89,81
43,54,115,93,82
43,55,103,77,62
43,56,125,97,76
43,57,178,144,119
43,58,196,159,132
43,59,209,168,136
43,60,242,199,164
43,61,211,165,129
43,62,247,199,161
43,63,231,183,143
43,64,214,164,131
43,65,219,169,136
43,66,210,160,127
43,67,219,171,135
43,68,228,180,144
43,69,198,153,114
43,70,219,175,136
43,71,193,149,112
43,72,254,212,174
43,73,226,186,151
43,74,207,168,135
43,75,204,168,136
43,76,179,142,115
43,77,209,173,147
43,78,232,196,172
43,79,169,135,110
44,0,227,188,147
44,1,227,188,147
44,2,229,187,145
44,3,229,186,143
44,4,230,186,141
44,5,231,184,140
44,6,229,185,140
44,7,228,185,142
44,8,237,195,155
44,9,235,200,162
44,10,222,192,158
44,11,235,209,182
44,12,208,190,166
44,13,129,116,97
44,14,83,74,57
44,15,69,62,46
44,16,66,50,50
44,17,55,41,40
44,18,60,50,51
44,19,57,51,53
44,20,46,45,50
44,21,48,53,59
44,22,56,65,72
44,23,25,38,46
44,24,77,91,100
44,25,115,129,138
44,26,90,104,113
44,27,144,157,165
44,28,97,106,115
44,29,61,68,76
44,30,122,127,133
44,31,90,93,100
44,32,103,95,118
44,33,87,79,102
44,34,101,93,114
44,35,103,95,116
44,36,104,100,117
44,37,130,126,141
44,38,130,126,140
44,39,115,112,123
44,40,132,129,138
44,41,144,141,148
44,42,137,135,140
44,43,124,122,125
44,44,129,127,130
44,45,131,129,130
44,46,125,123,124
44,47,124,123,121
44,48,117,112,116
44,49,129,123,127
44,50,118,109,112
44,51,98,88,87
44,52,102,88,85
44,53,111,92,85
44,54,117,95,84
44,55,128,100,86
44,56,188,157,137
44,57,211,177,152
44,58,207,170,141
44,59,218,178,143
44,60,245,203,165
44,61,197,153,114
44,62,218,173,132
44,63,204,157,115
44,64,223,179,144
44,65,192,148,113
44,66,212,166,130
44,67,214,170,133
44,68,221,177,138
44,69,220,176,137
44,70,219,175,136
44,71,189,145,108
44,72,232,190,152
44,73,157,117,81
44,74,220,179,147
44,75,234,195,164
44,76,188,151,122
44,77,182,145,119
44,78,184,148,122
44,79,200,164,140
45,0,227,188,147
45,1,229,187,145
45,2,229,186,144
45,3,229,186,143
45,4,230,186,141
45,5,231,184,140
45,6,229,185,140
45,7,228,185,142
45,8,235,196,157
45,9,235,201,166
45,10,218,191,161
45,11,228,208,183
45,12,193,180,161
45,13,122,115,99
45,14,90,86,75
45,15,58,58,48
45,16,87,67,68
45,17,80,61,63
45,18,66,51,54
45,19,66,57,60
45,20,94,92,97
45,21,78,81,88
45,22,74,83,90
45,23,50,63,71
45,24,50,64,73
45,25,122,136,145
45,26,92,107,114
45,27,83,96,102
45,28,113,122,127
45,29,135,143,146
45,30,78,83,87
45,31,31,35,38
45,32,36,28,49
45,33,55,47,68
45,34,114,106,127
45,35,128,121,139
45,36,106,102,117
45,37,115,111,126
45,38,118,114,128
45,39,110,107,118
45,40,113,110,119
45,41,132,129,136
45,42,129,127,132
45,43,115,115,117
45,44,120,120,120
45,45,129,129,127
45,46,129,129,127
45,47,129,129,127
45,48,121,119,124
45,49,129,124,128
45,50,116,110,112
45,51,113,103,102
45,52,125,111,108
45,53,122,103,96
45,54,130,108,97
45,55,168,141,124
45,56,201,170,149
45,57,190,154,128
45,58,206,167,136
45,59,213,173,138
45,60,236,194,156
45,61,226,183,141
45,62,214,169,127
45,63,218,174,129
45,64,209,169,133
45,65,204,165,126
45,66,211,169,131
45,67,226,184,146
45,68,199,157,117
45,69,220,178,138
45,70,187,143,104
45,71,215,173,133
45,72,189,147,109
45,73,181,138,103
45,74,187,147,112
45,75,226,185,155
45,76,233,194,165
45,77,180,143,116
45,78,200,163,137
45,79,194,156,133
46,0,229,187,147
46,1,229,187,145
46,2,229,186,143
46,3,230,185,143
46,4,229,185,140
46,5,231,184,140
46,6,228,184,139
46,7,226,184,142
46,8,225,187,148
46,9,229,196,163
46,10,219,193,166
46,11,233,217,194
46,12,190,181,164
46,13,124,120,109
46,14,103,104,96
46,15,57,59,54
46,16,96,74,76
46,17,93,73,74
46,18,61,45,48
46,19,61,50,54
46,20,128,123,129
46,21,101,104,111
46,22,78,87,94
46,23,43,56,64
46,24,46,60,69
46,25,68,83,90
46,26,71,86,93
46,27,81,94,100
46,28,30,40,42
46,29,38,46,48
46,30,42,46,47
46,31,107,111,112
46,32,93,85,106
46,33,116,108,129
46,34,132,125,143
46,35,119,112,130
46,36,119,112,128
46,37,118,114,128
46,38,107,104,115
46,39,122,119,128
46,40,103,100,107
46,41,118,117,122
46,42,111,111,113
46,43,97,97,97
46,44,110,110,108
46,45,127,127,125
46,46,127,128,123
46,47,122,123,118
46,48,133,131,136
46,49,127,122,126
46,50,122,116,118
46,51,130,120,119
46,52,141,127,124
46,53,151,132,126
46,54,169,145,135
46,55,193,166,149
46,56,198,166,145
46,57,189,153,127
46,58,196,157,126
46,59,212,172,136
46,60,216,174,134
46,61,233,190,147
46,62,218,174,129
46,63,216,172,127
46,64,219,181,144
46,65,218,180,141
46,66,186,148,109
46,67,220,181,142
46,68,203,164,123
46,69,223,181,141
46,70,181,139,99
46,71,224,182,142
46,72,196,154,116
46,73,213,170,135
46,74,214,171,137
46,75,180,139,109
46,76,225,186,157
46,77,207,167,141
46,78,184,147,121
46,79,199,161,138
47,0,229,187,145
47,1,228,186,144
47,2,229,186,143
47,3,230,186,141
47,4,229,185,140
47,5,231,184,140
47,6,228,184,139
47,7,226,184,142
47,8,231,193,156
47,9,223,193,159
47,10,215,191,163
47,11,233,218,197
47,12,180,173,157
47,13,113,113,103
47,14,114,116,111
47,15,77,83,79
47,16,61,36,39
47,17,73,51,53
47,18,53,37,40
47,19,51,40,44
47,20,112,107,113
47,21,85,85,93
47,22,69,76,84
47,23,28,41,49
47,24,42,57,64
47,25,37,52,59
47,26,24,39,44
47,27,10,24,27
47,28,65,75,77
47,29,90,98,100
47,30,138,142,143
47,31,110,114,113
47,32,113,105,126
47,33,115,108,126
47,34,119,112,130
47,35,97,90,106
47,36,87,80,96
47,37,97,93,107
47,38,104,101,112
47,39,118,115,124
47,40,115,112,119
47,41,121,120,125
47,42,104,104,106
47,43,87,87,87
47,44,102,102,100
47,45,119,119,117
47,46,112,113,108
47,47,99,100,95
47,48,139,137,142
47,49,129,124,130
47,50,131,125,127
47,51,136,126,127
47,52,144,130,127
47,53,180,161,155
47,54,208,184,174
47,55,199,172,155
47,56,180,148,127
47,57,203,167,141
47,58,177,138,107
47,59,216,176,140
47,60,203,161,121
47,61,222,179,136
47,62,236,193,148
47,63,208,164,117
47,64,229,194,154
47,65,207,172,132
47,66,200,165,125
47,67,192,155,113
47,68,225,186,145
47,69,173,134,93
47,70,196,154,114
47,71,212,170,130
47,72,206,164,126
47,73,215,172,137
47,74,195,152,118
47,75,204,163,133
47,76,255,235,207
47,77,207,167,141
47,78,165,125,100
47,79,160,122,99
48,0,227,189,152
48,1,227,188,149
48,2,229,187,145
48,3,228,187,143
48,4,228,186,138
48,5,228,184,135
48,6,226,184,134
48,7,225,184,138
48,8,233,196,152
48,9,219,187,149
48,10,236,211,181
48,11,225,207,185
48,12,190,180,168
48,13,140,135,129
48,14,141,141,141
48,15,144,145,147
48,16,78,86,107
48,17,51,59,78
48,18,37,44,62
48,19,5,11,27
48,20,149,152,167
48,21,61,63,76
48,22,46,46,56
48,23,31,30,36
48,24,50,48,51
48,25,49,43,43
48,26,53,45,43
48,27,88,79,74
48,28,175,164,158
48,29,163,153,144
48,30,87,74,65
48,31,125,112,103
48,32,116,106,104
48,33,100,90,88
48,34,100,92,90
48,35,118,112,114
48,36,121,116,120
48,37,98,97,103
48,38,86,86,94
48,39,89,92,101
48,40,127,129,141
48,41,107,111,123
48,42,92,96,108
48,43,98,100,113
48,44,118,120,133
48,45,133,132,146
48,46,127,127,139
48,47,115,115,127
48,48,138,120,100
48,49,174,153,132
48,50,161,137,113
48,51,130,103,76
48,52,164,134,108
48,53,216,189,162
48,54,211,185,162
48,55,171,149,128
48,56,150,132,112
48,57,165,148,130
48,58,140,122,102
48,59,170,146,122
48,60,223,189,161
48,61,226,186,150
48,62,217,168,127
48,63,195,143,96
48,64,235,193,153
48,65,220,178,138
48,66,216,174,134
48,67,216,172,133
48,68,189,146,104
48,69,233,190,148
48,70,244,200,161
48,71,206,162,123
48,72,223,180,145
48,73,201,161,126
48,74,185,146,113
48,75,219,182,153
48,76,227,193,166
48,77,161,129,104
48,78,192,162,138
48,79,228,197,176
49,0,227,189,152
49,1,228,189,150
49,2,227,188,147
49,3,228,187,143
49,4,228,186,138
49,5,228,184,135
49,6,226,184,134
49,7,225,184,138
49,8,227,190,146
49,9,217,185,147
49,10,230,205,174
49,11,222,202,178
49,12,198,185,169
49,13,148,141,133
49,14,142,138,135
49,15,142,142,142
49,16,124,131,149
49,17,119,125,141
49,18,59,65,81
49,19,59,62,77
49,20,107,109,121
49,21,88,88,98
49,22,53,52,58
49,23,57,55,58
49,24,30,26,27
49,25,63,55,53
49,26,137,128,123
49,27,150,139,133
49,28,119,106,97
49,29,129,117,105
49,30,146,132,121
49,31,140,126,113
49,32,107,94,86
49,33,98,88,79
49,34,88,79,72
49,35,87,79,76
49,36,95,90,87
49,37,101,97,98
49,38,92,90,93
49,39,79,78,83
49,40,90,91,96
49,41,86,86,94
49,42,86,86,94
49,43,97,97,105
49,44,117,116,124
49,45,134,133,139
49,46,145,142,149
49,47,147,144,151
49,48,170,149,130
49,49,151,129,108
49,50,142,118,94
49,51,175,148,121
49,52,229,199,173
49,53,236,209,182
49,54,186,160,137
49,55,133,111,90
49,56,142,124,104
49,57,163,146,128
49,58,150,132,112
49,59,177,153,129
49,60,215,184,155
49,61,219,179,143
49,62,228,179,138
49,63,230,178,131
49,64,223,181,141
49,65,233,191,151
49,66,241,199,159
49,67,206,162,123
49,68,169,126,84
49,69,206,163,121
49,70,214,170,131
49,71,241,197,158
49,72,194,151,116
49,73,243,203,168
49,74,231,192,159
49,75,207,170,141
49,76,216,182,155
49,77,166,134,109
49,78,179,149,125
49,79,228,197,176
50,0,227,189,152
50,1,227,189,150
50,2,227,188,147
50,3,228,187,143
50,4,228,185,140
50,5,228,184,135
50,6,228,184,135
50,7,226,184,136
50,8,222,184,139
50,9,217,183,145
50,10,226,197,165
50,11,217,195,171
50,12,212,195,177
50,13,165,153,141
50,14,148,141,133
50,15,147,142,138
50,16,143,145,157
50,17,133,135,147
50,18,102,102,112
50,19,64,64,72
50,20,142,141,147
50,21,71,69,74
50,22,57,53,54
50,23,63,58,55
50,24,42,32,30
50,25,129,118,112
50,26,139,126,117
50,27,152,138,127
50,28,200,184,171
50,29,178,162,147
50,30,164,147,131
50,31,207,190,174
50,32,185,169,153
50,33,161,145,129
50,34,136,123,107
50,35,123,111,97
50,36,112,102,92
50,37,100,93,83
50,38,95,90,84
50,39,97,94,89
50,40,104,100,97
50,41,109,105,102
50,42,114,110,109
50,43,117,113,110
50,44,122,117,114
50,45,131,126,123
50,46,148,140,138
50,47,160,152,149
50,48,164,143,124
50,49,155,133,112
50,50,189,165,141
50,51,233,206,179
50,52,223,193,167
50,53,180,153,126
50,54,164,138,115
50,55,171,149,128
50,56,145,126,109
50,57,162,145,127
50,58,152,134,114
50,59,168,144,120
50,60,197,166,137
50,61,209,169,133
50,62,229,182,140
50,63,244,191,147
50,64,228,186,146
50,65,222,180,140
50,66,240,198,158
50,67,221,177,138
50,68,206,163,121
50,69,241,198,156
50,70,211,167,128
50,71,223,179,140
50,72,199,156,121
50,73,221,181,146
50,74,221,182,149
50,75,201,164,135
50,76,228,194,167
50,77,206,174,149
50,78,180,150,126
50,79,168,137,116
51,0,226,190,154
51,1,227,189,152
51,2,228,189,148
51,3,229,187,145
51,4,229,186,141
51,5,229,185,136
51,6,228,184,135
51,7,227,185,137
51,8,223,182,136
51,9,222,185,143
51,10,228,195,160
51,11,220,193,164
51,12,228,206,183
51,13,187,170,154
51,14,165,151,140
51,15,161,148,139
51,16,149,147,152
51,17,133,131,134
51,18,144,139,143
51,19,83,77,79
51,20,236,230,230
51,21,72,64,61
51,22,50,41,36
51,23,49,39,30
51,24,166,152,143
51,25,226,210,197
51,26,202,184,170
51,27,198,179,162
51,28,225,204,185
51,29,221,200,179
51,30,224,202,181
51,31,212,190,167
51,32,208,187,158
51,33,205,185,158
51,34,179,162,136
51,35,137,121,96
51,36,115,100,79
51,37,120,107,88
51,38,131,120,102
51,39,131,122,107
51,40,114,107,91
51,41,122,114,101
51,42,132,122,110
51,43,135,125,113
51,44,139,127,113
51,45,148,136,122
51,46,168,154,141
51,47,183,170,154
51,48,187,166,147
51,49,160,138,117
51,50,186,160,137
51,51,225,198,171
51,52,212,182,156
51,53,181,151,125
51,54,173,147,124
51,55,171,149,128
51,56,156,137,120
51,57,163,146,130
51,58,145,126,109
51,59,143,118,96
51,60,176,145,117
51,61,208,168,133
51,62,222,174,134
51,63,224,173,128
51,64,233,191,151
51,65,214,172,132
51,66,230,188,148
51,67,233,189,150
51,68,202,159,117
51,69,227,184,142
51,70,216,172,133
51,71,207,163,124
51,72,193,150,115
51,73,218,178,143
51,74,217,178,145
51,75,205,168,139
51,76,245,211,184
51,77,194,162,137
51,78,154,124,100
51,79,198,167,146
52,0,226,190,154
52,1,226,191,153
52,2,227,189,150
52,3,227,188,145
52,4,229,186,141
52,5,229,185,138
52,6,229,185,136
52,7,228,184,135
52,8,226,184,136
52,9,227,188,145
52,10,233,198,160
52,11,228,195,162
52,12,240,213,186
52,13,209,184,162
52,14,189,168,151
52,15,181,162,147
52,16,158,149,144
52,17,157,148,143
52,18,151,140,134
52,19,145,134,128
52,20,254,241,233
52,21,125,111,100
52,22,50,34,21
52,23,31,13,0
52,24,222,203,186
52,25,223,202,183
52,26,213,191,168
52,27,231,207,183
52,28,214,188,163
52,29,198,172,145
52,30,224,197,170
